name,x,y,z,time,workshop
Group 2,37.77,8.75,-1.85,2025-09-19 15:04:26.676328,Workshop3
Group 2,37.47,8.8,-2.57,2025-09-19 15:04:27.175571,Workshop3
Group 2,37.08,8.85,-3.16,2025-09-19 15:04:27.675455,Workshop3
Group 2,36.74,9.15,-1.34,2025-09-19 15:04:28.175614,Workshop3
Group 2,36.42,9.37,0.06,2025-09-19 15:04:28.680007,Workshop3
Group 2,35.92,9.53,0.92,2025-09-19 15:04:29.174703,Workshop3
Group 2,35.18,9.75,1.65,2025-09-19 15:04:29.675432,Workshop3
Group 2,34.49,9.9,2.22,2025-09-19 15:04:30.175257,Workshop3
Group 2,34.31,9.98,2.54,2025-09-19 15:04:30.676739,Workshop3
Group 2,33.76,10.09,1.06,2025-09-19 15:04:31.679639,Workshop3
Group 2,33.21,10.2,0.04,2025-09-19 15:04:32.674693,Workshop3
Group 2,32.53,10.34,-1.15,2025-09-19 15:04:34.674747,Workshop3
Group 2,32.79,10.62,-2.45,2025-09-19 15:04:37.675246,Workshop3
Group 2,32.72,10.82,-2.77,2025-09-19 15:04:38.676202,Workshop3
Group 2,32.7,11.06,-3.04,2025-09-19 15:04:39.677394,Workshop3
Group 2,32.68,11.27,-3.29,2025-09-19 15:04:40.684103,Workshop3
Group 2,32.88,11.54,-3.62,2025-09-19 15:04:41.675006,Workshop3
Group 2,32.54,11.5,-3.34,2025-09-19 15:04:42.676528,Workshop3
Group 2,32.56,11.52,-3.37,2025-09-19 15:04:43.17493,Workshop3
Group 2,32.61,11.55,-3.39,2025-09-19 15:04:43.674658,Workshop3
Group 2,32.68,11.59,-3.54,2025-09-19 15:04:44.175665,Workshop3
Group 2,32.63,11.58,-3.47,2025-09-19 15:04:44.675565,Workshop3
Group 2,32.68,11.61,-3.53,2025-09-19 15:04:45.174962,Workshop3
Group 2,32.92,11.75,-3.81,2025-09-19 15:04:45.674912,Workshop3
Group 2,32.92,11.75,-3.81,2025-09-19 15:05:33.681806,Workshop3
Group 2,29.14,9.5,-0.49,2025-09-19 15:25:45.175274,Workshop3
Group 2,29.43,9.74,-0.37,2025-09-19 15:25:45.674279,Workshop3
Group 2,29.81,10.08,-0.6,2025-09-19 15:25:46.174141,Workshop3
Group 2,30.18,10.37,-1.06,2025-09-19 15:25:46.678007,Workshop3
Group 2,30.53,10.81,-1.32,2025-09-19 15:25:47.174303,Workshop3
Group 2,30.97,11.33,-1.71,2025-09-19 15:25:47.676889,Workshop3
Group 2,31.22,11.78,-2.0,2025-09-19 15:25:48.174195,Workshop3
Group 2,31.59,12.09,-2.27,2025-09-19 15:25:48.67803,Workshop3
Group 2,31.87,12.39,-0.87,2025-09-19 15:25:49.174409,Workshop3
Group 2,32.49,12.5,0.44,2025-09-19 15:25:49.675425,Workshop3
Group 2,32.87,12.69,1.21,2025-09-19 15:25:50.174818,Workshop3
Group 2,33.11,12.9,1.77,2025-09-19 15:25:50.677042,Workshop3
Group 2,33.24,13.03,2.22,2025-09-19 15:25:51.178961,Workshop3
Group 2,33.55,13.16,2.7,2025-09-19 15:25:51.674442,Workshop3
Group 2,33.87,13.21,2.92,2025-09-19 15:25:52.174205,Workshop3
Group 2,34.05,13.36,3.3,2025-09-19 15:25:52.674521,Workshop3
Group 2,34.11,13.38,3.65,2025-09-19 15:25:53.176019,Workshop3
Group 2,34.3,13.31,4.0,2025-09-19 15:25:53.675043,Workshop3
Group 2,34.63,13.26,4.1,2025-09-19 15:25:54.174416,Workshop3
Group 2,34.75,13.23,1.93,2025-09-19 15:25:55.176124,Workshop3
Group 2,34.94,13.23,2.46,2025-09-19 15:25:56.174952,Workshop3
Group 2,34.93,13.21,3.03,2025-09-19 15:25:57.176892,Workshop3
Group 2,35.01,13.2,3.34,2025-09-19 15:25:58.17556,Workshop3
Group 2,35.08,13.11,3.71,2025-09-19 15:25:59.174048,Workshop3
Group 2,35.06,13.04,4.0,2025-09-19 15:26:00.174721,Workshop3
Group 2,35.33,12.94,1.97,2025-09-19 15:26:01.176475,Workshop3
Group 2,35.38,12.87,2.62,2025-09-19 15:26:02.174484,Workshop3
Group 2,35.59,12.81,0.94,2025-09-19 15:26:03.174246,Workshop3
Group 2,35.59,12.79,1.85,2025-09-19 15:26:04.17441,Workshop3
Group 2,35.56,12.76,2.52,2025-09-19 15:26:05.174528,Workshop3
Group 2,35.71,12.73,0.87,2025-09-19 15:26:06.174456,Workshop3
Group 2,35.67,12.72,1.79,2025-09-19 15:26:07.174652,Workshop3
Group 2,35.64,12.72,2.48,2025-09-19 15:26:08.174362,Workshop3
Group 2,35.65,12.72,2.97,2025-09-19 15:26:09.174052,Workshop3
Group 2,35.74,12.71,1.18,2025-09-19 15:26:10.178645,Workshop3
Group 2,35.86,12.7,-0.16,2025-09-19 15:26:11.174132,Workshop3
Group 2,35.78,12.73,0.95,2025-09-19 15:26:12.175899,Workshop3
Group 2,35.71,12.73,1.84,2025-09-19 15:26:13.174449,Workshop3
Group 2,35.66,12.71,2.51,2025-09-19 15:26:14.174398,Workshop3
Group 2,35.81,12.68,0.83,2025-09-19 15:26:15.174394,Workshop3
Group 2,35.93,12.65,-0.41,2025-09-19 15:26:16.17441,Workshop3
Group 2,35.84,12.66,0.83,2025-09-19 15:26:17.177452,Workshop3
Group 2,35.94,12.63,-0.42,2025-09-19 15:26:18.174049,Workshop3
Group 2,35.85,12.64,0.83,2025-09-19 15:26:19.176534,Workshop3
Group 2,35.7,12.66,1.81,2025-09-19 15:26:20.17468,Workshop3
Group 2,35.65,12.65,2.52,2025-09-19 15:26:21.174393,Workshop3
Group 2,35.6,12.72,2.92,2025-09-19 15:26:22.174287,Workshop3
Group 2,35.56,12.7,3.36,2025-09-19 15:26:23.17509,Workshop3
Group 2,35.53,12.66,3.74,2025-09-19 15:26:24.174158,Workshop3
Group 2,35.51,12.65,3.95,2025-09-19 15:26:25.174292,Workshop3
Group 2,35.49,12.66,1.8,2025-09-19 15:26:26.174589,Workshop3
Group 2,35.5,12.67,2.5,2025-09-19 15:26:27.1745,Workshop3
Group 2,35.29,12.54,0.89,2025-09-19 15:26:28.177421,Workshop3
Group 2,35.53,12.69,-0.54,2025-09-19 15:26:29.17463,Workshop3
Group 2,35.53,12.68,0.75,2025-09-19 15:26:30.174698,Workshop3
Group 2,35.53,12.7,1.69,2025-09-19 15:26:31.174461,Workshop3
Group 2,35.38,12.7,2.53,2025-09-19 15:26:32.174619,Workshop3
Group 2,35.38,12.71,3.16,2025-09-19 15:26:33.176704,Workshop3
Group 2,35.29,12.9,3.59,2025-09-19 15:26:34.175213,Workshop3
Group 2,35.43,12.99,3.86,2025-09-19 15:26:35.175466,Workshop3
Group 2,35.29,13.04,4.1,2025-09-19 15:26:36.174574,Workshop3
Group 2,35.32,13.08,4.18,2025-09-19 15:26:37.176146,Workshop3
Group 2,35.14,13.12,4.36,2025-09-19 15:26:38.175779,Workshop3
Group 2,35.04,13.14,2.07,2025-09-19 15:26:39.17839,Workshop3
Group 2,34.9,13.05,2.9,2025-09-19 15:26:40.17477,Workshop3
Group 2,35.12,13.17,3.49,2025-09-19 15:26:41.174652,Workshop3
Group 2,34.91,13.09,3.89,2025-09-19 15:26:42.174218,Workshop3
Group 2,34.8,13.04,4.19,2025-09-19 15:26:43.174352,Workshop3
Group 2,34.67,13.0,4.45,2025-09-19 15:26:44.17411,Workshop3
Group 2,34.63,12.99,4.67,2025-09-19 15:26:45.174663,Workshop3
Group 2,34.83,13.03,4.58,2025-09-19 15:26:46.17476,Workshop3
Group 2,34.65,13.08,4.63,2025-09-19 15:26:47.175893,Workshop3
Group 2,34.84,13.1,4.54,2025-09-19 15:26:48.174612,Workshop3
Group 2,34.72,13.14,4.57,2025-09-19 15:26:49.174138,Workshop3
Group 2,34.95,13.07,4.61,2025-09-19 15:26:50.176124,Workshop3
Group 2,34.86,13.12,4.55,2025-09-19 15:26:51.174148,Workshop3
Group 2,35.16,13.27,4.64,2025-09-19 15:26:52.174478,Workshop3
Group 2,35.12,13.25,4.71,2025-09-19 15:26:53.17474,Workshop3
Group 2,35.1,13.17,2.45,2025-09-19 15:26:54.174147,Workshop3
Group 2,35.46,13.04,0.48,2025-09-19 15:26:55.174113,Workshop3
Group 2,35.18,13.03,1.53,2025-09-19 15:26:56.174082,Workshop3
Group 2,34.91,13.07,2.26,2025-09-19 15:26:57.174673,Workshop3
Group 2,34.88,13.15,2.89,2025-09-19 15:26:58.174349,Workshop3
Group 2,35.05,13.27,3.37,2025-09-19 15:26:59.174902,Workshop3
Group 2,34.89,13.24,3.66,2025-09-19 15:27:00.174891,Workshop3
Group 2,34.9,13.15,1.55,2025-09-19 15:27:01.175193,Workshop3
Group 2,35.0,13.13,2.36,2025-09-19 15:27:02.17429,Workshop3
Group 2,34.91,13.13,2.92,2025-09-19 15:27:03.174374,Workshop3
Group 2,34.96,13.14,3.27,2025-09-19 15:27:04.174224,Workshop3
Group 2,34.99,13.14,3.54,2025-09-19 15:27:05.174396,Workshop3
Group 2,34.96,13.14,3.79,2025-09-19 15:27:06.174809,Workshop3
Group 2,34.86,13.18,3.92,2025-09-19 15:27:07.174891,Workshop3
Group 2,34.94,13.16,4.04,2025-09-19 15:27:08.174757,Workshop3
Group 2,34.92,13.13,4.12,2025-09-19 15:27:09.174531,Workshop3
Group 2,34.96,13.23,1.92,2025-09-19 15:27:10.174171,Workshop3
Group 2,35.09,13.24,0.36,2025-09-19 15:27:11.174329,Workshop3
Group 2,35.28,13.25,1.28,2025-09-19 15:27:12.175777,Workshop3
Group 2,35.45,13.26,1.97,2025-09-19 15:27:13.174577,Workshop3
Group 2,35.5,13.23,0.51,2025-09-19 15:27:14.176184,Workshop3
Group 2,35.7,13.32,1.42,2025-09-19 15:27:15.175174,Workshop3
Group 2,36.27,13.5,2.21,2025-09-19 15:27:20.174346,Workshop3
Group 2,36.27,13.51,2.72,2025-09-19 15:27:21.174534,Workshop3
Group 2,36.28,13.48,3.16,2025-09-19 15:27:22.175375,Workshop3
Group 2,36.35,13.52,3.41,2025-09-19 15:27:23.17489,Workshop3
Group 2,36.35,13.54,3.56,2025-09-19 15:27:24.174256,Workshop3
Group 2,36.41,13.56,3.67,2025-09-19 15:27:25.175126,Workshop3
Group 2,36.36,13.54,3.8,2025-09-19 15:27:26.174635,Workshop3
Group 2,36.38,13.54,3.87,2025-09-19 15:27:27.17411,Workshop3
Group 2,36.41,13.57,3.95,2025-09-19 15:27:28.17475,Workshop3
Group 2,36.43,13.58,3.98,2025-09-19 15:27:29.174565,Workshop3
Group 2,36.36,13.59,4.07,2025-09-19 15:27:30.174594,Workshop3
Group 2,36.45,13.61,4.02,2025-09-19 15:27:31.174691,Workshop3
Group 2,36.46,13.61,4.04,2025-09-19 15:27:32.174417,Workshop3
Group 2,36.65,13.72,4.03,2025-09-19 15:27:33.175502,Workshop3
Group 2,36.63,13.69,4.01,2025-09-19 15:27:34.174319,Workshop3
Group 2,36.56,13.66,4.04,2025-09-19 15:27:35.174454,Workshop3
Group 2,36.68,13.71,4.02,2025-09-19 15:27:36.174401,Workshop3
Group 2,36.74,13.76,4.02,2025-09-19 15:27:37.174382,Workshop3
Group 2,36.85,13.81,4.02,2025-09-19 15:27:38.174503,Workshop3
Group 2,36.43,13.57,2.06,2025-09-19 15:27:39.174463,Workshop3
Group 2,36.01,13.3,0.69,2025-09-19 15:27:40.174653,Workshop3
Group 2,35.83,13.19,-0.37,2025-09-19 15:27:41.178239,Workshop3
Group 2,35.62,13.07,-1.16,2025-09-19 15:27:42.174183,Workshop3
Group 2,35.47,13.0,-1.75,2025-09-19 15:27:43.175255,Workshop3
Group 2,35.78,13.19,-0.31,2025-09-19 15:27:44.174129,Workshop3
Group 2,36.08,13.37,0.78,2025-09-19 15:27:45.174443,Workshop3
Group 2,36.46,13.58,1.5,2025-09-19 15:27:46.183619,Workshop3
Group 2,36.14,13.41,0.17,2025-09-19 15:27:47.174616,Workshop3
Group 2,36.02,13.34,-0.88,2025-09-19 15:27:48.174666,Workshop3
Group 2,36.28,13.5,0.36,2025-09-19 15:27:49.178134,Workshop3
Group 2,36.38,13.6,1.37,2025-09-19 15:27:50.174441,Workshop3
Group 2,36.66,13.76,2.03,2025-09-19 15:27:51.175235,Workshop3
Group 2,36.45,13.67,0.43,2025-09-19 15:27:52.174362,Workshop3
Group 2,36.36,13.6,1.35,2025-09-19 15:27:53.175178,Workshop3
Group 2,36.21,13.55,-0.08,2025-09-19 15:27:54.174414,Workshop3
Group 2,36.26,13.56,0.98,2025-09-19 15:27:55.174406,Workshop3
Group 2,36.27,13.54,1.79,2025-09-19 15:27:56.174728,Workshop3
Group 2,36.12,13.52,0.2,2025-09-19 15:27:57.174307,Workshop3
Group 2,35.97,13.52,-1.01,2025-09-19 15:27:58.174563,Workshop3
Group 2,36.02,13.51,0.32,2025-09-19 15:27:59.175813,Workshop3
Group 2,35.89,13.51,-0.91,2025-09-19 15:28:00.174913,Workshop3
Group 2,35.98,13.51,0.37,2025-09-19 15:28:01.174639,Workshop3
Group 2,35.94,13.44,-0.95,2025-09-19 15:28:02.176627,Workshop3
Group 2,36.11,13.49,0.37,2025-09-19 15:28:03.176075,Workshop3
Group 2,36.09,13.49,1.34,2025-09-19 15:28:04.175751,Workshop3
Group 2,36.12,13.52,2.1,2025-09-19 15:28:05.17462,Workshop3
Group 2,36.2,13.54,2.61,2025-09-19 15:28:06.177905,Workshop3
Group 2,36.09,13.48,3.06,2025-09-19 15:28:07.17438,Workshop3
Group 2,36.09,13.46,3.36,2025-09-19 15:28:08.174351,Workshop3
Group 2,36.09,13.45,3.66,2025-09-19 15:28:09.175363,Workshop3
Group 2,36.11,13.33,4.13,2025-09-19 15:28:10.174721,Workshop3
Group 2,36.22,13.39,4.18,2025-09-19 15:28:11.174204,Workshop3
Group 2,36.14,13.4,4.36,2025-09-19 15:28:12.174813,Workshop3
Group 2,36.19,13.4,4.58,2025-09-19 15:28:13.175282,Workshop3
Group 2,36.2,13.45,4.51,2025-09-19 15:28:14.174444,Workshop3
Group 2,36.26,13.5,4.41,2025-09-19 15:28:15.174682,Workshop3
Group 2,36.27,13.48,4.49,2025-09-19 15:28:16.174474,Workshop3
Group 2,36.3,13.53,4.4,2025-09-19 15:28:17.174936,Workshop3
Group 2,36.15,13.57,2.12,2025-09-19 15:28:18.175258,Workshop3
Group 2,36.08,13.49,0.24,2025-09-19 15:28:19.175468,Workshop3
Group 2,36.16,13.53,1.2,2025-09-19 15:28:20.175031,Workshop3
Group 2,36.2,13.53,1.89,2025-09-19 15:28:21.175296,Workshop3
Group 2,36.22,13.46,2.63,2025-09-19 15:28:22.174815,Workshop3
Group 2,36.29,13.5,3.07,2025-09-19 15:28:23.175245,Workshop3
Group 2,36.3,13.5,3.35,2025-09-19 15:28:24.17515,Workshop3
Group 2,36.13,13.37,4.11,2025-09-19 15:28:29.174536,Workshop3
Group 2,36.12,13.38,4.22,2025-09-19 15:28:30.17428,Workshop3
Group 2,36.1,13.35,4.34,2025-09-19 15:28:31.174521,Workshop3
Group 2,36.1,13.37,4.35,2025-09-19 15:28:32.17424,Workshop3
Group 2,36.08,13.34,4.43,2025-09-19 15:28:33.17533,Workshop3
Group 2,36.05,13.34,4.46,2025-09-19 15:28:34.174851,Workshop3
Group 2,36.08,13.4,4.38,2025-09-19 15:28:35.175112,Workshop3
Group 2,36.42,13.56,4.41,2025-09-19 15:28:36.174218,Workshop3
Group 2,36.33,13.48,4.47,2025-09-19 15:28:37.174687,Workshop3
Group 2,36.25,13.36,4.55,2025-09-19 15:28:38.175129,Workshop3
Group 2,36.04,13.36,2.03,2025-09-19 15:28:39.175031,Workshop3
Group 2,36.29,13.47,2.53,2025-09-19 15:28:40.174277,Workshop3
Group 2,36.35,13.46,2.99,2025-09-19 15:28:41.176131,Workshop3
Group 2,36.02,13.38,1.25,2025-09-19 15:28:42.176376,Workshop3
Group 2,35.9,13.43,-0.02,2025-09-19 15:28:43.174691,Workshop3
Group 2,35.83,13.44,0.96,2025-09-19 15:28:44.175295,Workshop3
Group 2,35.66,13.41,-0.39,2025-09-19 15:28:45.175355,Workshop3
Group 2,35.54,13.36,-1.45,2025-09-19 15:28:46.183794,Workshop3
Group 2,35.55,13.44,-2.24,2025-09-19 15:28:47.174537,Workshop3
Group 2,35.64,13.45,-0.6,2025-09-19 15:28:48.178412,Workshop3
Group 2,35.67,13.48,-1.67,2025-09-19 15:28:49.175751,Workshop3
Group 2,35.86,13.55,-0.21,2025-09-19 15:28:50.182156,Workshop3
Group 2,35.67,13.41,-1.16,2025-09-19 15:28:51.181907,Workshop3
Group 2,35.78,13.46,0.21,2025-09-19 15:28:52.179599,Workshop3
Group 2,35.68,13.51,-1.0,2025-09-19 15:28:53.175006,Workshop3
Group 2,35.63,13.53,-1.88,2025-09-19 15:28:54.174465,Workshop3
Group 2,35.8,13.54,-0.41,2025-09-19 15:28:55.182032,Workshop3
Group 2,35.93,13.55,0.74,2025-09-19 15:28:56.174386,Workshop3
Group 2,35.96,13.55,1.63,2025-09-19 15:28:57.189029,Workshop3
Group 2,36.04,13.55,2.26,2025-09-19 15:28:58.174673,Workshop3
Group 2,36.13,13.58,2.77,2025-09-19 15:28:59.174289,Workshop3
Group 2,36.02,13.59,0.91,2025-09-19 15:29:00.174879,Workshop3
Group 2,36.04,13.62,1.76,2025-09-19 15:29:01.177476,Workshop3
Group 2,36.09,13.64,2.38,2025-09-19 15:29:02.181356,Workshop3
Group 2,36.13,13.63,2.91,2025-09-19 15:29:03.181459,Workshop3
Group 2,36.16,13.65,3.25,2025-09-19 15:29:04.17457,Workshop3
Group 2,36.16,13.67,3.48,2025-09-19 15:29:05.174526,Workshop3
Group 2,36.17,13.66,3.68,2025-09-19 15:29:06.174143,Workshop3
Group 2,36.0,13.63,1.66,2025-09-19 15:29:07.175068,Workshop3
Group 2,36.09,13.65,2.28,2025-09-19 15:29:08.175142,Workshop3
Group 2,36.15,13.66,2.76,2025-09-19 15:29:09.174749,Workshop3
Group 2,36.16,13.65,3.12,2025-09-19 15:29:10.175578,Workshop3
Group 2,36.16,13.64,3.4,2025-09-19 15:29:11.174593,Workshop3
Group 2,36.1,13.59,3.62,2025-09-19 15:29:12.174154,Workshop3
Group 2,36.16,13.61,3.78,2025-09-19 15:29:13.174284,Workshop3
Group 2,35.92,13.57,0.31,2025-09-19 15:29:19.174498,Workshop3
Group 2,36.0,13.59,1.35,2025-09-19 15:29:20.176662,Workshop3
Group 2,35.9,13.6,-0.21,2025-09-19 15:29:21.174918,Workshop3
Group 2,36.08,13.47,-1.41,2025-09-19 15:29:22.174709,Workshop3
Group 2,35.93,13.4,-2.1,2025-09-19 15:29:23.193621,Workshop3
Group 2,36.21,13.61,2.67,2025-09-19 15:29:29.17424,Workshop3
Group 2,36.2,13.65,2.06,2025-09-19 15:29:34.14354,Workshop3
Group 2,36.11,13.57,0.59,2025-09-19 15:29:34.182698,Workshop3
Group 2,36.15,13.58,1.53,2025-09-19 15:29:35.174582,Workshop3
Group 2,35.81,13.67,1.13,2025-09-19 15:29:40.174872,Workshop3
Group 2,35.87,13.67,1.89,2025-09-19 15:29:41.176573,Workshop3
Group 2,35.81,13.68,0.27,2025-09-19 15:29:42.175456,Workshop3
Group 2,35.83,13.69,1.3,2025-09-19 15:29:43.174763,Workshop3
Group 2,35.94,13.7,1.97,2025-09-19 15:29:44.174754,Workshop3
Group 2,35.89,13.68,2.67,2025-09-19 15:29:45.174993,Workshop3
Group 2,35.87,13.65,0.82,2025-09-19 15:29:46.174781,Workshop3
Group 2,35.79,13.67,-0.55,2025-09-19 15:29:47.174522,Workshop3
Group 2,35.71,13.7,-1.59,2025-09-19 15:29:48.174797,Workshop3
Group 2,35.66,13.72,-2.36,2025-09-19 15:29:49.174736,Workshop3
Group 2,35.74,13.73,-0.7,2025-09-19 15:29:50.176868,Workshop3
Group 2,35.85,13.7,0.57,2025-09-19 15:29:51.175555,Workshop3
Group 2,35.95,13.7,1.44,2025-09-19 15:29:52.175357,Workshop3
Group 2,36.03,13.71,2.08,2025-09-19 15:29:53.17515,Workshop3
Group 2,35.91,13.7,2.84,2025-09-19 15:29:58.174352,Workshop3
Group 2,36.03,13.68,3.15,2025-09-19 15:29:59.174927,Workshop3
Group 2,36.05,13.68,3.41,2025-09-19 15:30:00.17511,Workshop3
Group 2,35.95,13.67,1.38,2025-09-19 15:30:01.174603,Workshop3
Group 2,35.91,13.67,-0.13,2025-09-19 15:30:02.174859,Workshop3
Group 2,36.03,13.61,1.16,2025-09-19 15:30:23.17467,Workshop3
Group 2,36.03,13.66,1.9,2025-09-19 15:30:24.17446,Workshop3
Group 2,36.08,13.69,2.46,2025-09-19 15:30:25.175179,Workshop3
Group 2,36.02,13.55,0.83,2025-09-19 15:30:36.174319,Workshop3
Group 2,36.04,13.55,1.76,2025-09-19 15:30:37.175368,Workshop3
Group 2,36.19,13.56,3.51,2025-09-19 15:30:47.17584,Workshop3
Group 2,36.28,13.56,3.75,2025-09-19 15:30:48.174252,Workshop3
Group 2,36.34,13.47,4.49,2025-09-19 15:30:53.174795,Workshop3
Group 2,36.35,13.49,4.52,2025-09-19 15:30:54.17471,Workshop3
Group 2,36.31,13.49,4.55,2025-09-19 15:30:55.174982,Workshop3
Group 2,36.31,13.5,4.57,2025-09-19 15:30:56.18234,Workshop3
Group 2,36.21,13.54,4.37,2025-09-19 15:31:09.217157,Workshop3
Group 2,36.13,13.49,4.35,2025-09-19 15:31:10.17646,Workshop3
Group 2,36.15,13.51,4.33,2025-09-19 15:31:11.182412,Workshop3
Group 2,36.02,13.42,4.31,2025-09-19 15:31:12.181629,Workshop3
Group 2,36.0,13.4,4.4,2025-09-19 15:31:13.181077,Workshop3
Group 2,36.01,13.42,4.36,2025-09-19 15:31:14.180184,Workshop3
Group 2,36.08,13.45,4.35,2025-09-19 15:31:30.174251,Workshop3
Group 2,36.03,13.45,4.33,2025-09-19 15:31:31.174398,Workshop3
Group 2,36.05,13.45,4.32,2025-09-19 15:31:32.182212,Workshop3
Group 2,36.05,13.47,4.33,2025-09-19 15:31:33.181283,Workshop3
Group 2,36.05,13.47,4.38,2025-09-19 15:31:34.180431,Workshop3
Group 2,36.06,13.47,4.38,2025-09-19 15:31:35.179927,Workshop3
Group 2,35.86,13.35,2.83,2025-09-19 15:31:40.174653,Workshop3
Group 2,36.35,13.5,4.0,2025-09-19 15:32:10.177319,Workshop3
Group 2,36.33,13.51,4.01,2025-09-19 15:32:11.216656,Workshop3
Group 2,36.36,13.29,4.5,2025-09-19 15:32:12.181156,Workshop3
Group 2,36.35,13.36,4.39,2025-09-19 15:32:13.186132,Workshop3
Group 2,36.2,13.39,2.16,2025-09-19 15:32:14.180323,Workshop3
Group 2,36.24,13.44,2.7,2025-09-19 15:32:15.182706,Workshop3
Group 2,36.31,13.43,3.18,2025-09-19 15:32:16.180535,Workshop3
Group 2,36.32,13.48,3.46,2025-09-19 15:32:17.217339,Workshop3
Group 2,36.28,13.48,3.64,2025-09-19 15:32:18.226178,Workshop3
Group 2,35.99,13.48,-4.37,2025-09-19 15:32:41.174379,Workshop3
Group 2,36.07,13.54,-1.76,2025-09-19 15:32:46.175769,Workshop3
Group 2,36.14,13.56,1.05,2025-09-19 15:32:51.217834,Workshop3
Group 2,35.97,13.6,-0.35,2025-09-19 15:32:52.181223,Workshop3
Group 2,35.84,13.63,-1.39,2025-09-19 15:32:53.174469,Workshop3
Group 2,35.84,13.56,-2.24,2025-09-19 15:32:54.216522,Workshop3
Group 2,35.98,13.59,-0.69,2025-09-19 15:32:55.174254,Workshop3
Group 2,36.09,13.51,0.65,2025-09-19 15:32:56.17467,Workshop3
Group 2,36.05,13.51,-0.68,2025-09-19 15:32:57.181902,Workshop3
Group 2,35.97,13.37,-2.83,2025-09-19 15:33:07.182789,Workshop3
Group 2,36.09,13.36,-3.33,2025-09-19 15:33:08.174835,Workshop3
Group 2,36.04,13.32,-3.54,2025-09-19 15:33:09.180415,Workshop3
Group 2,36.01,13.38,-3.82,2025-09-19 15:33:10.191459,Workshop3
Group 2,35.97,13.36,-3.87,2025-09-19 15:33:11.193991,Workshop3
Group 2,35.92,13.36,-3.93,2025-09-19 15:33:12.174934,Workshop3
Group 2,36.03,13.43,-1.91,2025-09-19 15:33:13.181949,Workshop3
Group 2,35.99,13.48,-2.61,2025-09-19 15:33:14.182811,Workshop3
Group 2,36.0,13.49,-3.16,2025-09-19 15:33:15.181159,Workshop3
Group 2,36.0,13.52,-3.54,2025-09-19 15:33:16.18449,Workshop3
Group 2,35.85,13.13,0.66,2025-09-19 15:33:22.181273,Workshop3
Group 2,36.06,12.99,-0.6,2025-09-19 15:33:23.174466,Workshop3
Group 2,35.97,13.14,-0.53,2025-09-19 15:33:28.174209,Workshop3
Group 2,35.92,13.15,-1.72,2025-09-19 15:33:29.217964,Workshop3
Group 2,35.83,13.16,-2.56,2025-09-19 15:33:30.226395,Workshop3
Group 2,35.77,13.18,-2.96,2025-09-19 15:33:31.180622,Workshop3
Group 2,35.7,13.2,-3.24,2025-09-19 15:33:32.174852,Workshop3
Group 2,35.66,13.16,-1.32,2025-09-19 15:33:33.18157,Workshop3
Group 2,35.62,13.11,0.12,2025-09-19 15:33:34.174908,Workshop3
Group 2,35.54,13.16,-0.92,2025-09-19 15:33:35.186398,Workshop3
Group 2,35.6,13.1,0.48,2025-09-19 15:33:36.181115,Workshop3
Group 2,35.62,13.1,-0.69,2025-09-19 15:33:37.182446,Workshop3
Group 2,35.49,13.17,-1.5,2025-09-19 15:33:38.175376,Workshop3
Group 2,35.43,13.24,-2.17,2025-09-19 15:33:39.195679,Workshop3
Group 2,35.37,13.28,-2.62,2025-09-19 15:33:40.180724,Workshop3
Group 2,35.51,13.23,-3.04,2025-09-19 15:33:41.226729,Workshop3
Group 2,35.5,13.24,-3.31,2025-09-19 15:33:42.174814,Workshop3
Group 2,35.26,13.35,-3.81,2025-09-19 15:33:47.219144,Workshop3
Group 2,35.46,13.24,-3.93,2025-09-19 15:33:48.183386,Workshop3
Group 2,35.47,13.17,-1.77,2025-09-19 15:33:49.182874,Workshop3
Group 2,35.41,13.23,-3.65,2025-09-19 15:33:55.174692,Workshop3
Group 2,35.41,13.24,-3.71,2025-09-19 15:33:56.180679,Workshop3
Group 2,35.43,13.27,-3.79,2025-09-19 15:33:57.175109,Workshop3
Group 2,35.42,13.21,-1.69,2025-09-19 15:33:58.181929,Workshop3
Group 2,35.42,13.15,-0.12,2025-09-19 15:33:59.185314,Workshop3
Group 2,35.58,13.21,-1.31,2025-09-19 15:34:00.174281,Workshop3
Group 2,35.57,13.25,-2.09,2025-09-19 15:34:01.189164,Workshop3
Group 2,35.62,13.1,0.12,2025-09-19 15:34:10.187779,Workshop3
Group 2,35.6,13.19,-0.97,2025-09-19 15:34:11.182505,Workshop3
Group 2,35.62,13.05,-1.07,2025-09-19 15:34:16.17533,Workshop3
Group 2,35.77,13.0,-1.89,2025-09-19 15:34:17.21701,Workshop3
Group 2,35.89,13.09,-4.07,2025-09-19 15:34:26.21684,Workshop3
Group 2,35.85,13.09,-4.08,2025-09-19 15:34:27.181757,Workshop3
Group 2,35.79,13.27,-4.3,2025-09-19 15:34:28.180963,Workshop3
Group 2,35.71,13.25,-4.28,2025-09-19 15:34:29.216881,Workshop3
Group 2,35.81,13.15,-4.26,2025-09-19 15:34:30.21787,Workshop3
Group 2,35.87,13.23,-4.41,2025-09-19 15:34:31.186089,Workshop3
Group 2,36.09,13.1,-4.43,2025-09-19 15:34:32.181456,Workshop3
Group 2,36.01,13.15,-4.4,2025-09-19 15:34:33.183959,Workshop3
Group 2,35.98,13.14,-4.34,2025-09-19 15:34:34.180779,Workshop3
